year,month,state,EHE
1998,10,SD,361.5
1998,11,SD,363.4
1998,12,SD,363.8
1999,1,SD,365.0
1999,2,SD,365.4
1999,3,SD,365.7
1999,4,SD,367.7
1999,5,SD,368.6
1999,6,SD,368.9
1999,7,SD,370.4
1999,8,SD,371.2
1999,9,SD,371.1
1999,10,SD,373.3
1999,11,SD,374.8
1999,12,SD,375.1
2000,1,SD,377.4
2000,2,SD,377.7
2000,3,SD,379.9
2000,4,SD,379.4
2000,5,SD,377.9
2000,6,SD,377.2
2000,7,SD,376.5
2000,8,SD,376.5
2000,9,SD,377.2
2000,10,SD,377.4
2000,11,SD,376.9
2000,12,SD,377.2
2001,1,SD,379.5
2001,2,SD,380.0
2001,3,SD,379.6
2001,4,SD,378.8
2001,5,SD,379.4
2001,6,SD,378.6
2001,7,SD,378.5
2001,8,SD,377.9
2001,9,SD,377.4
2001,10,SD,377.0
2001,11,SD,377.1
2001,12,SD,376.5
2002,1,SD,376.0
2002,2,SD,375.8
2002,3,SD,375.6
2002,4,SD,376.2
2002,5,SD,377.2
2002,6,SD,377.7
2002,7,SD,377.8
2002,8,SD,377.9
2002,9,SD,378.2
2002,10,SD,378.5
2002,11,SD,377.9
2002,12,SD,378.1
2003,1,SD,377.9
2003,2,SD,377.3
2003,3,SD,377.2
2003,4,SD,377.6
2003,5,SD,377.2
2003,6,SD,377.4
2003,7,SD,378.0
2003,8,SD,378.7
2003,9,SD,377.6
2003,10,SD,378.9
2003,11,SD,379.5
2003,12,SD,379.2
2004,1,SD,379.9
2004,2,SD,380.2
2004,3,SD,380.2
2004,4,SD,382.6
2004,5,SD,383.2
2004,6,SD,383.4
2004,7,SD,382.9
2004,8,SD,384.1
2004,9,SD,385.5
2004,10,SD,385.5
2004,11,SD,385.5
2004,12,SD,385.0
2005,1,SD,385.7
2005,2,SD,386.5
2005,3,SD,387.9
2005,4,SD,388.9
2005,5,SD,388.5
2005,6,SD,388.8
2005,7,SD,390.2
2005,8,SD,390.7
2005,9,SD,392.0
2005,10,SD,391.0
2005,11,SD,392.5
2005,12,SD,393.3
2006,1,SD,394.6
2006,2,SD,395.5
2006,3,SD,396.4
2006,4,SD,396.4
2006,5,SD,397.1
2006,6,SD,397.7
2006,7,SD,398.3
2006,8,SD,399.7
2006,9,SD,399.6
2006,10,SD,399.8
2006,11,SD,400.9
2006,12,SD,402.3
2007,1,SD,402.8
2007,2,SD,403.3
2007,3,SD,404.7
2007,4,SD,405.3
2007,5,SD,406.2
2007,6,SD,406.0
2007,7,SD,407.2
2007,8,SD,407.3
2007,9,SD,406.9
2007,10,SD,407.4
2007,11,SD,407.9
2007,12,SD,407.9
2008,1,SD,410.7
2008,2,SD,411.6
2008,3,SD,411.6
2008,4,SD,410.7
2008,5,SD,411.2
2008,6,SD,410.7
2008,7,SD,410.6
2008,8,SD,411.9
2008,9,SD,411.4
2008,10,SD,411.3
2008,11,SD,410.3
2008,12,SD,410.0
2009,1,SD,408.6
2009,2,SD,407.4
2009,3,SD,405.5
2009,4,SD,401.5
2009,5,SD,404.3
2009,6,SD,402.8
2009,7,SD,403.4
2009,8,SD,401.8
2009,9,SD,402.2
2009,10,SD,400.9
2009,11,SD,401.4
2009,12,SD,400.2
2010,1,SD,398.7
2010,2,SD,398.9
2010,3,SD,399.8
2010,4,SD,401.5
2010,5,SD,401.8
2010,6,SD,402.9
2010,7,SD,403.2
2010,8,SD,403.7
2010,9,SD,403.2
2010,10,SD,404.6
2010,11,SD,405.2
2010,12,SD,404.4
2011,1,SD,403.7
2011,2,SD,404.3
2011,3,SD,404.5
2011,4,SD,405.2
2011,5,SD,405.9
2011,6,SD,407.7
2011,7,SD,406.9
2011,8,SD,407.2
2011,9,SD,408.5
2011,10,SD,409.4
2011,11,SD,409.5
2011,12,SD,411.0
2012,1,SD,411.1
2012,2,SD,411.2
2012,3,SD,412.7
2012,4,SD,414.7
2012,5,SD,413.7
2012,6,SD,414.4
2012,7,SD,413.5
2012,8,SD,413.7
2012,9,SD,414.7
2012,10,SD,414.7
2012,11,SD,415.4
2012,12,SD,415.6
2013,1,SD,415.9
2013,2,SD,416.5
2013,3,SD,416.5
2013,4,SD,414.2
2013,5,SD,417.2
2013,6,SD,416.9
2013,7,SD,417.1
2013,8,SD,417.5
2013,9,SD,418.3
2013,10,SD,419.1
2013,11,SD,420.3
2013,12,SD,420.0
2014,1,SD,421.9
2014,2,SD,421.8
2014,3,SD,421.4
2014,4,SD,422.5
2014,5,SD,422.9
2014,6,SD,423.2
2014,7,SD,424.6
2014,8,SD,424.9
2014,9,SD,425.4
2014,10,SD,425.6
2014,11,SD,424.9
2014,12,SD,425.9
2015,1,SD,426.1
2015,2,SD,426.8
2015,3,SD,427.3
2015,4,SD,427.4
2015,5,SD,428.0
2015,6,SD,428.1
2015,7,SD,428.6
2015,8,SD,428.3
2015,9,SD,428.6
2015,10,SD,429.4
2015,11,SD,430.0
2015,12,SD,430.6
2016,1,SD,429.9
2016,2,SD,430.1
2016,3,SD,430.7
2016,4,SD,431.6
2016,5,SD,431.5
2016,6,SD,431.8
2016,7,SD,433.9
2016,8,SD,432.9
2016,9,SD,433.4
2016,10,SD,433.0
2016,11,SD,433.3
2016,12,SD,433.0
2017,1,SD,432.8
2017,2,SD,432.8
2017,3,SD,433.1
2017,4,SD,435.1
2017,5,SD,433.8
2017,6,SD,433.9
2017,7,SD,433.1
2017,8,SD,434.1
2017,9,SD,434.4
2017,10,SD,435.2
2017,11,SD,434.5
2017,12,SD,435.3
2018,1,SD,435.9
2018,2,SD,436.5
2018,3,SD,436.8
2018,4,SD,435.2
2018,5,SD,437.8
2018,6,SD,437.6
2018,7,SD,437.8
2018,8,SD,438.6
2018,9,SD,439.0
2018,10,SD,438.9
2018,11,SD,438.8
2018,12,SD,439.4
2019,1,SD,440.2
2019,2,SD,439.2
2019,3,SD,438.7
2019,4,SD,438.7
2019,5,SD,439.8
2019,6,SD,440.1
2019,7,SD,440.6
2019,8,SD,441.0
2019,9,SD,440.8
2019,10,SD,441.9
2019,11,SD,442.5
2019,12,SD,441.8
2020,1,SD,441.9
2020,2,SD,443.2
2020,3,SD,440.1
2020,4,SD,398.6
2020,5,SD,404.6
2020,6,SD,413.8
2020,7,SD,419.3
2020,8,SD,425.3
2020,9,SD,428.9
2020,10,SD,433.4
2020,11,SD,432.2
2020,12,SD,432.4
2021,1,SD,433.9
2021,2,SD,433.5
2021,3,SD,435.7
2021,4,SD,438.3
2021,5,SD,439.6
2021,6,SD,440.2
2021,7,SD,442.9
2021,8,SD,442.6
2021,9,SD,443.1
2021,10,SD,444.1
2021,11,SD,445.2
2021,12,SD,446.6
2022,1,SD,447.7
2022,2,SD,449.0
2022,3,SD,450.4
2022,4,SD,451.1
2022,5,SD,451.0
2022,6,SD,452.1
2022,7,SD,454.0
2022,8,SD,454.8
2022,9,SD,455.0
2022,10,SD,455.8
2022,11,SD,456.3
2022,12,SD,455.6
2023,1,SD,457.7
2023,2,SD,458.4
2023,3,SD,459.3
2023,4,SD,459.0
2023,5,SD,460.2
2023,6,SD,463.3
2023,7,SD,462.3
2023,8,SD,463.4
2023,9,SD,464.4
2023,10,SD,464.5
2023,11,SD,465.3
2023,12,SD,466.1
2024,1,SD,465.1
2024,2,SD,466.0
2024,3,SD,467.7
2024,4,SD,467.6
2024,5,SD,468.1
2024,6,SD,466.7
2024,7,SD,467.3
2024,8,SD,467.5
2024,9,SD,468.6
2024,10,SD,470.1
2024,11,SD,470.0
2024,12,SD,470.5
2025,1,SD,472.6
2025,2,SD,471.4
2025,3,SD,471.8
2025,4,SD,472.5
2025,5,SD,471.0
2025,6,SD,472.1
2025,7,SD,471.9
2025,8,SD,471.0
2025,9,SD,473.2
2025,10,SD,474.7
2025,11,SD,473.5
2025,12,SD,473.1
1990,1,TN,2196.4
1990,2,TN,2199.2
1990,3,TN,2202.2
1990,4,TN,2202.5
1990,5,TN,2207.1
1990,6,TN,2207.9
1990,7,TN,2203.1
1990,8,TN,2207.5
1990,9,TN,2201.9
1990,10,TN,2194.3
1990,11,TN,2191.6
1990,12,TN,2186.9
1991,1,TN,2185.4
1991,2,TN,2183.1
1991,3,TN,2181.4
1991,4,TN,2175.6
1991,5,TN,2183.0
1991,6,TN,2182.3
1991,7,TN,2187.6
1991,8,TN,2195.7
1991,9,TN,2200.2
1991,10,TN,2203.8
1991,11,TN,2205.9
1991,12,TN,2203.1
1992,1,TN,2215.8
1992,2,TN,2218.8
1992,3,TN,2242.0
1992,4,TN,2229.4
1992,5,TN,2238.8
1992,6,TN,2242.8
1992,7,TN,2251.3
1992,8,TN,2255.7
1992,9,TN,2260.9
1992,10,TN,2278.9
1992,11,TN,2287.1
1992,12,TN,2293.0
1993,1,TN,2300.7
1993,2,TN,2309.4
1993,3,TN,2306.8
1993,4,TN,2318.3
1993,5,TN,2323.8
1993,6,TN,2330.2
1993,7,TN,2340.2
1993,8,TN,2343.7
1993,9,TN,2349.2
1993,10,TN,2362.9
1993,11,TN,2366.4
1993,12,TN,2375.3
1994,1,TN,2381.6
1994,2,TN,2390.6
1994,3,TN,2403.7
1994,4,TN,2407.2
1994,5,TN,2423.8
1994,6,TN,2427.8
1994,7,TN,2432.3
1994,8,TN,2438.5
1994,9,TN,2453.7
1994,10,TN,2453.8
1994,11,TN,2486.3
1994,12,TN,2475.8
1995,1,TN,2483.5
1995,2,TN,2489.3
1995,3,TN,2496.0
1995,4,TN,2489.1
1995,5,TN,2498.1
1995,6,TN,2502.5
1995,7,TN,2500.7
1995,8,TN,2515.4
1995,9,TN,2529.0
1995,10,TN,2527.7
1995,11,TN,2531.2
1995,12,TN,2538.2
1996,1,TN,2525.7
1996,2,TN,2531.3
1996,3,TN,2559.3
1996,4,TN,2524.4
1996,5,TN,2538.9
1996,6,TN,2535.3
1996,7,TN,2536.4
1996,8,TN,2542.7
1996,9,TN,2551.6
1996,10,TN,2553.8
1996,11,TN,2558.3
1996,12,TN,2559.3
1997,1,TN,2561.7
1997,2,TN,2572.0
1997,3,TN,2578.1
1997,4,TN,2588.5
1997,5,TN,2589.7
1997,6,TN,2595.0
1997,7,TN,2591.0
1997,8,TN,2595.3
1997,9,TN,2599.9
1997,10,TN,2611.1
1997,11,TN,2616.2
1997,12,TN,2621.9
1998,1,TN,2621.2
1998,2,TN,2625.3
1998,3,TN,2629.1
1998,4,TN,2631.6
1998,5,TN,2646.0
1998,6,TN,2650.8
1998,7,TN,2648.4
1998,8,TN,2654.6
1998,9,TN,2655.3
1998,10,TN,2662.4
1998,11,TN,2669.5
1998,12,TN,2674.4
1999,1,TN,2660.9
1999,2,TN,2672.7
1999,3,TN,2678.5
1999,4,TN,2682.0
1999,5,TN,2686.1
1999,6,TN,2691.3
1999,7,TN,2701.6
1999,8,TN,2705.7
1999,9,TN,2704.4
1999,10,TN,2716.5
1999,11,TN,2717.2
1999,12,TN,2722.7
2000,1,TN,2726.0
2000,2,TN,2728.8
2000,3,TN,2751.7
2000,4,TN,2736.3
2000,5,TN,2741.7
2000,6,TN,2744.9
2000,7,TN,2743.3
2000,8,TN,2744.3
2000,9,TN,2739.2
2000,10,TN,2741.0
2000,11,TN,2736.8
2000,12,TN,2735.5
2001,1,TN,2730.0
2001,2,TN,2727.6
2001,3,TN,2722.0
2001,4,TN,2711.2
2001,5,TN,2704.8
2001,6,TN,2699.1
2001,7,TN,2687.0
2001,8,TN,2684.2
2001,9,TN,2679.5
2001,10,TN,2668.2
2001,11,TN,2662.9
2001,12,TN,2660.2
2002,1,TN,2667.5
2002,2,TN,2666.1
2002,3,TN,2663.8
2002,4,TN,2664.6
2002,5,TN,2665.8
2002,6,TN,2668.3
2002,7,TN,2678.3
2002,8,TN,2674.5
2002,9,TN,2673.7
2002,10,TN,2677.3
2002,11,TN,2673.4
2002,12,TN,2676.2
2003,1,TN,2670.7
2003,2,TN,2667.6
2003,3,TN,2665.4
2003,4,TN,2667.0
2003,5,TN,2667.2
2003,6,TN,2665.9
2003,7,TN,2658.7
2003,8,TN,2661.5
2003,9,TN,2665.3
2003,10,TN,2672.7
2003,11,TN,2677.3
2003,12,TN,2679.9
2004,1,TN,2687.0
2004,2,TN,2707.3
2004,3,TN,2697.3
2004,4,TN,2700.9
2004,5,TN,2702.9
2004,6,TN,2710.3
2004,7,TN,2711.7
2004,8,TN,2717.8
2004,9,TN,2714.2
2004,10,TN,2727.6
2004,11,TN,2728.6
2004,12,TN,2734.8
2005,1,TN,2723.2
2005,2,TN,2734.5
2005,3,TN,2735.9
2005,4,TN,2740.5
2005,5,TN,2743.2
2005,6,TN,2746.1
2005,7,TN,2755.1
2005,8,TN,2755.2
2005,9,TN,2764.4
2005,10,TN,2762.6
2005,11,TN,2766.5
2005,12,TN,2766.2
2006,1,TN,2778.1
2006,2,TN,2776.3
2006,3,TN,2782.9
2006,4,TN,2787.0
2006,5,TN,2788.3
2006,6,TN,2796.0
2006,7,TN,2794.3
2006,8,TN,2797.8
2006,9,TN,2797.7
2006,10,TN,2788.5
2006,11,TN,2789.6
2006,12,TN,2794.6
2007,1,TN,2795.3
2007,2,TN,2795.6
2007,3,TN,2802.2
2007,4,TN,2794.5
2007,5,TN,2796.3
2007,6,TN,2805.2
2007,7,TN,2807.9
2007,8,TN,2811.2
2007,9,TN,2810.4
2007,10,TN,2808.7
2007,11,TN,2810.5
2007,12,TN,2812.4
2008,1,TN,2812.6
2008,2,TN,2814.0
2008,3,TN,2809.0
2008,4,TN,2803.4
2008,5,TN,2801.8
2008,6,TN,2793.4
2008,7,TN,2785.6
2008,8,TN,2780.5
2008,9,TN,2769.0
2008,10,TN,2753.1
2008,11,TN,2736.6
2008,12,TN,2720.9
2009,1,TN,2694.0
2009,2,TN,2674.8
2009,3,TN,2653.9
2009,4,TN,2633.1
2009,5,TN,2626.7
2009,6,TN,2611.3
2009,7,TN,2607.5
2009,8,TN,2603.7
2009,9,TN,2600.1
2009,10,TN,2601.4
2009,11,TN,2605.0
2009,12,TN,2597.7
2010,1,TN,2604.2
2010,2,TN,2601.1
2010,3,TN,2604.7
2010,4,TN,2616.5
2010,5,TN,2633.1
2010,6,TN,2627.1
2010,7,TN,2626.5
2010,8,TN,2625.9
2010,9,TN,2625.7
2010,10,TN,2635.1
2010,11,TN,2631.9
2010,12,TN,2632.6
2011,1,TN,2639.6
2011,2,TN,2647.4
2011,3,TN,2651.8
2011,4,TN,2660.2
2011,5,TN,2664.6
2011,6,TN,2662.4
2011,7,TN,2675.1
2011,8,TN,2679.1
2011,9,TN,2681.6
2011,10,TN,2686.6
2011,11,TN,2690.3
2011,12,TN,2693.1
2012,1,TN,2700.9
2012,2,TN,2708.4
2012,3,TN,2718.7
2012,4,TN,2717.7
2012,5,TN,2720.7
2012,6,TN,2724.4
2012,7,TN,2722.4
2012,8,TN,2725.0
2012,9,TN,2730.6
2012,10,TN,2735.1
2012,11,TN,2737.2
2012,12,TN,2742.7
2013,1,TN,2743.6
2013,2,TN,2751.9
2013,3,TN,2752.5
2013,4,TN,2759.8
2013,5,TN,2763.5
2013,6,TN,2766.6
2013,7,TN,2765.4
2013,8,TN,2771.0
2013,9,TN,2775.9
2013,10,TN,2785.8
2013,11,TN,2794.5
2013,12,TN,2799.9
2014,1,TN,2798.8
2014,2,TN,2800.4
2014,3,TN,2810.7
2014,4,TN,2817.6
2014,5,TN,2822.2
2014,6,TN,2823.7
2014,7,TN,2829.5
2014,8,TN,2839.3
2014,9,TN,2845.4
2014,10,TN,2848.3
2014,11,TN,2861.4
2014,12,TN,2868.8
2015,1,TN,2867.7
2015,2,TN,2866.5
2015,3,TN,2865.9
2015,4,TN,2880.6
2015,5,TN,2894.5
2015,6,TN,2900.0
2015,7,TN,2905.6
2015,8,TN,2911.3
2015,9,TN,2919.9
2015,10,TN,2931.3
2015,11,TN,2936.7
2015,12,TN,2944.5
2016,1,TN,2945.0
2016,2,TN,2947.9
2016,3,TN,2959.0
2016,4,TN,2963.0
2016,5,TN,2964.5
2016,6,TN,2968.1
2016,7,TN,2979.1
2016,8,TN,2985.0
2016,9,TN,2993.6
2016,10,TN,2994.1
2016,11,TN,2995.2
2016,12,TN,3002.1
2017,1,TN,3000.0
2017,2,TN,3009.8
2017,3,TN,3008.9
2017,4,TN,3014.0
2017,5,TN,3014.0
2017,6,TN,3020.1
2017,7,TN,3025.2
2017,8,TN,3028.3
2017,9,TN,3034.8
2017,10,TN,3037.4
2017,11,TN,3040.0
2017,12,TN,3044.4
2018,1,TN,3043.8
2018,2,TN,3052.4
2018,3,TN,3058.4
2018,4,TN,3061.1
2018,5,TN,3068.2
2018,6,TN,3069.3
2018,7,TN,3075.7
2018,8,TN,3083.7
2018,9,TN,3089.2
2018,10,TN,3091.9
2018,11,TN,3097.9
2018,12,TN,3097.4
2019,1,TN,3109.9
2019,2,TN,3112.7
2019,3,TN,3117.4
2019,4,TN,3121.6
2019,5,TN,3125.1
2019,6,TN,3120.3
2019,7,TN,3130.1
2019,8,TN,3138.6
2019,9,TN,3142.4
2019,10,TN,3131.8
2019,11,TN,3145.9
2019,12,TN,3148.2
2020,1,TN,3154.3
2020,2,TN,3157.0
2020,3,TN,3141.5
2020,4,TN,2781.7
2020,5,TN,2842.2
2020,6,TN,2925.5
2020,7,TN,2954.7
2020,8,TN,2987.1
2020,9,TN,3005.5
2020,10,TN,3039.6
2020,11,TN,3059.5
2020,12,TN,3077.1
2021,1,TN,3060.1
2021,2,TN,3064.3
2021,3,TN,3077.3
2021,4,TN,3066.1
2021,5,TN,3082.3
2021,6,TN,3095.2
2021,7,TN,3126.3
2021,8,TN,3136.1
2021,9,TN,3128.9
2021,10,TN,3154.9
2021,11,TN,3160.3
2021,12,TN,3175.9
2022,1,TN,3188.8
2022,2,TN,3212.6
2022,3,TN,3217.6
2022,4,TN,3229.7
2022,5,TN,3241.0
2022,6,TN,3242.6
2022,7,TN,3269.0
2022,8,TN,3275.7
2022,9,TN,3286.0
2022,10,TN,3288.4
2022,11,TN,3292.6
2022,12,TN,3296.7
2023,1,TN,3308.0
2023,2,TN,3312.1
2023,3,TN,3313.3
2023,4,TN,3314.3
2023,5,TN,3322.7
2023,6,TN,3335.1
2023,7,TN,3338.9
2023,8,TN,3338.2
2023,9,TN,3350.7
2023,10,TN,3349.9
2023,11,TN,3356.5
2023,12,TN,3363.7
2024,1,TN,3354.3
2024,2,TN,3364.3
2024,3,TN,3374.5
2024,4,TN,3370.5
2024,5,TN,3374.6
2024,6,TN,3377.0
2024,7,TN,3372.9
2024,8,TN,3373.9
2024,9,TN,3375.9
2024,10,TN,3381.3
2024,11,TN,3382.7
2024,12,TN,3385.9
2025,1,TN,3374.4
2025,2,TN,3384.5
2025,3,TN,3385.9
2025,4,TN,3393.3
2025,5,TN,3393.8
2025,6,TN,3395.3
2025,7,TN,3398.8
2025,8,TN,3408.3
2025,9,TN,3411.0
2025,10,TN,3409.9
2025,11,TN,3414.0
2025,12,TN,3408.9
1990,1,TX,7024.6
1990,2,TX,7037.2
1990,3,TX,7057.4
1990,4,TX,7085.1
1990,5,TX,7123.0
1990,6,TX,7136.6
1990,7,TX,7149.7
1990,8,TX,7150.3
1990,9,TX,7184.7
1990,10,TX,7182.1
1990,11,TX,7187.5
1990,12,TX,7186.7
1991,1,TX,7171.8
1991,2,TX,7184.4
1991,3,TX,7197.5
1991,4,TX,7184.8
1991,5,TX,7198.9
1991,6,TX,7209.6
1991,7,TX,7197.9
1991,8,TX,7188.8
1991,9,TX,7236.2
1991,10,TX,7223.2
1991,11,TX,7228.3
1991,12,TX,7235.8
1992,1,TX,7229.9
1992,2,TX,7245.7
1992,3,TX,7255.4
1992,4,TX,7265.7
1992,5,TX,7283.6
1992,6,TX,7284.2
1992,7,TX,7311.4
1992,8,TX,7309.3
1992,9,TX,7316.0
1992,10,TX,7354.3
1992,11,TX,7367.4
1992,12,TX,7376.3
1993,1,TX,7406.9
1993,2,TX,7435.7
1993,3,TX,7447.3
1993,4,TX,7458.6
1993,5,TX,7474.6
1993,6,TX,7493.9
1993,7,TX,7542.5
1993,8,TX,7554.7
1993,9,TX,7571.1
1993,10,TX,7580.2
1993,11,TX,7588.1
1993,12,TX,7618.1
1994,1,TX,7639.7
1994,2,TX,7643.8
1994,3,TX,7673.1
1994,4,TX,7724.6
1994,5,TX,7735.1
1994,6,TX,7756.7
1994,7,TX,7829.4
1994,8,TX,7835.9
1994,9,TX,7851.9
1994,10,TX,7882.8
1994,11,TX,7917.4
1994,12,TX,7945.8
1995,1,TX,7956.0
1995,2,TX,7980.3
1995,3,TX,7998.2
1995,4,TX,8008.6
1995,5,TX,8024.0
1995,6,TX,8042.9
1995,7,TX,8071.2
1995,8,TX,8082.3
1995,9,TX,8111.2
1995,10,TX,8120.4
1995,11,TX,8139.8
1995,12,TX,8172.8
1996,1,TX,8170.6
1996,2,TX,8180.8
1996,3,TX,8198.5
1996,4,TX,8235.7
1996,5,TX,8258.0
1996,6,TX,8264.2
1996,7,TX,8311.3
1996,8,TX,8316.9
1996,9,TX,8333.9
1996,10,TX,8389.5
1996,11,TX,8418.8
1996,12,TX,8430.1
1997,1,TX,8461.3
1997,2,TX,8502.9
1997,3,TX,8536.0
1997,4,TX,8570.3
1997,5,TX,8602.3
1997,6,TX,8631.0
1997,7,TX,8668.2
1997,8,TX,8685.9
1997,9,TX,8734.2
1997,10,TX,8746.3
1997,11,TX,8783.2
1997,12,TX,8801.7
1998,1,TX,8840.3
1998,2,TX,8868.5
1998,3,TX,8886.1
1998,4,TX,8908.2
1998,5,TX,8942.2
1998,6,TX,8953.8
1998,7,TX,8970.5
1998,8,TX,9003.1
1998,9,TX,9046.0
1998,10,TX,9057.6
1998,11,TX,9084.7
1998,12,TX,9114.2
1999,1,TX,9100.7
1999,2,TX,9122.8
1999,3,TX,9141.7
1999,4,TX,9132.8
1999,5,TX,9145.1
1999,6,TX,9168.3
1999,7,TX,9172.3
1999,8,TX,9199.8
1999,9,TX,9231.9
1999,10,TX,9259.0
1999,11,TX,9280.5
1999,12,TX,9315.1
2000,1,TX,9341.9
2000,2,TX,9362.8
2000,3,TX,9395.7
2000,4,TX,9404.8
2000,5,TX,9449.4
2000,6,TX,9464.5
2000,7,TX,9469.5
2000,8,TX,9499.1
2000,9,TX,9520.4
2000,10,TX,9527.3
2000,11,TX,9541.4
2000,12,TX,9568.1
2001,1,TX,9572.0
2001,2,TX,9580.9
2001,3,TX,9586.1
2001,4,TX,9580.1
2001,5,TX,9575.8
2001,6,TX,9576.6
2001,7,TX,9547.3
2001,8,TX,9552.4
2001,9,TX,9537.7
2001,10,TX,9496.2
2001,11,TX,9477.2
2001,12,TX,9458.9
2002,1,TX,9456.0
2002,2,TX,9447.8
2002,3,TX,9452.9
2002,4,TX,9451.7
2002,5,TX,9462.2
2002,6,TX,9451.8
2002,7,TX,9438.4
2002,8,TX,9446.6
2002,9,TX,9455.1
2002,10,TX,9437.2
2002,11,TX,9439.0
2002,12,TX,9429.5
2003,1,TX,9426.8
2003,2,TX,9416.3
2003,3,TX,9398.6
2003,4,TX,9399.6
2003,5,TX,9393.4
2003,6,TX,9381.4
2003,7,TX,9376.5
2003,8,TX,9386.7
2003,9,TX,9401.0
2003,10,TX,9404.8
2003,11,TX,9416.1
2003,12,TX,9421.3
2004,1,TX,9450.8
2004,2,TX,9460.5
2004,3,TX,9471.2
2004,4,TX,9492.1
2004,5,TX,9500.1
2004,6,TX,9510.4
2004,7,TX,9532.1
2004,8,TX,9553.9
2004,9,TX,9546.6
2004,10,TX,9594.0
2004,11,TX,9601.2
2004,12,TX,9615.3
2005,1,TX,9642.5
2005,2,TX,9654.4
2005,3,TX,9671.5
2005,4,TX,9713.2
2005,5,TX,9726.0
2005,6,TX,9733.8
2005,7,TX,9797.2
2005,8,TX,9813.9
2005,9,TX,9841.1
2005,10,TX,9854.3
2005,11,TX,9902.5
2005,12,TX,9922.0
2006,1,TX,9961.9
2006,2,TX,9982.8
2006,3,TX,10018.4
2006,4,TX,10032.5
2006,5,TX,10058.3
2006,6,TX,10087.4
2006,7,TX,10094.5
2006,8,TX,10139.3
2006,9,TX,10173.8
2006,10,TX,10184.3
2006,11,TX,10211.5
2006,12,TX,10247.0
2007,1,TX,10266.6
2007,2,TX,10304.7
2007,3,TX,10346.3
2007,4,TX,10371.6
2007,5,TX,10396.9
2007,6,TX,10433.9
2007,7,TX,10455.2
2007,8,TX,10469.3
2007,9,TX,10492.2
2007,10,TX,10519.8
2007,11,TX,10541.9
2007,12,TX,10565.0
2008,1,TX,10598.7
2008,2,TX,10630.3
2008,3,TX,10621.0
2008,4,TX,10645.8
2008,5,TX,10654.3
2008,6,TX,10661.1
2008,7,TX,10677.7
2008,8,TX,10677.5
2008,9,TX,10649.3
2008,10,TX,10654.6
2008,11,TX,10645.3
2008,12,TX,10617.8
2009,1,TX,10562.1
2009,2,TX,10499.2
2009,3,TX,10439.9
2009,4,TX,10374.8
2009,5,TX,10353.7
2009,6,TX,10323.3
2009,7,TX,10290.9
2009,8,TX,10266.2
2009,9,TX,10256.7
2009,10,TX,10249.3
2009,11,TX,10249.7
2009,12,TX,10248.3
2010,1,TX,10275.3
2010,2,TX,10278.3
2010,3,TX,10311.8
2010,4,TX,10332.8
2010,5,TX,10394.0
2010,6,TX,10393.3
2010,7,TX,10379.5
2010,8,TX,10393.7
2010,9,TX,10396.3
2010,10,TX,10447.6
2010,11,TX,10451.5
2010,12,TX,10471.4
2011,1,TX,10490.1
2011,2,TX,10493.3
2011,3,TX,10535.1
2011,4,TX,10571.5
2011,5,TX,10582.1
2011,6,TX,10603.7
2011,7,TX,10636.9
2011,8,TX,10652.5
2011,9,TX,10673.2
2011,10,TX,10667.5
2011,11,TX,10686.1
2011,12,TX,10708.2
2012,1,TX,10752.8
2012,2,TX,10783.2
2012,3,TX,10821.9
2012,4,TX,10847.6
2012,5,TX,10880.1
2012,6,TX,10909.6
2012,7,TX,10925.3
2012,8,TX,10961.1
2012,9,TX,10988.9
2012,10,TX,11019.2
2012,11,TX,11049.4
2012,12,TX,11075.4
2013,1,TX,11078.3
2013,2,TX,11138.4
2013,3,TX,11168.6
2013,4,TX,11183.8
2013,5,TX,11199.3
2013,6,TX,11231.6
2013,7,TX,11262.2
2013,8,TX,11282.1
2013,9,TX,11315.2
2013,10,TX,11335.2
2013,11,TX,11367.1
2013,12,TX,11375.6
2014,1,TX,11403.8
2014,2,TX,11431.4
2014,3,TX,11471.8
2014,4,TX,11519.9
2014,5,TX,11555.0
2014,6,TX,11586.1
2014,7,TX,11613.7
2014,8,TX,11637.9
2014,9,TX,11672.3
2014,10,TX,11716.4
2014,11,TX,11756.3
2014,12,TX,11792.0
2015,1,TX,11804.9
2015,2,TX,11811.6
2015,3,TX,11805.3
2015,4,TX,11808.5
2015,5,TX,11841.0
2015,6,TX,11864.6
2015,7,TX,11883.9
2015,8,TX,11902.6
2015,9,TX,11909.9
2015,10,TX,11919.0
2015,11,TX,11925.1
2015,12,TX,11941.9
2016,1,TX,11959.6
2016,2,TX,11967.2
2016,3,TX,11959.5
2016,4,TX,11978.8
2016,5,TX,11991.5
2016,6,TX,11978.7
2016,7,TX,12030.8
2016,8,TX,12041.0
2016,9,TX,12066.3
2016,10,TX,12063.4
2016,11,TX,12077.0
2016,12,TX,12092.9
2017,1,TX,12130.8
2017,2,TX,12143.7
2017,3,TX,12185.5
2017,4,TX,12194.3
2017,5,TX,12216.8
2017,6,TX,12242.0
2017,7,TX,12230.3
2017,8,TX,12247.0
2017,9,TX,12253.1
2017,10,TX,12294.0
2017,11,TX,12313.5
2017,12,TX,12341.9
2018,1,TX,12356.5
2018,2,TX,12395.0
2018,3,TX,12439.8
2018,4,TX,12449.8
2018,5,TX,12488.6
2018,6,TX,12526.1
