year,state,GDP
2010,NV,125149.0
2010,NY,1217748.0
2010,OH,500274.2
2010,OK,155267.5
2010,OR,163150.5
2010,PA,604629.6
2010,PR,98381.3
2010,RI,49409.1
2010,SC,166767.4
2010,SD,38208.2
2010,TN,258657.6
2010,TX,1255660.8
2010,UT,118296.3
2010,VA,425490.8
2010,VT,27478.3
2010,WA,363544.2
2010,WI,256159.5
2010,WV,66160.4
2010,WY,37567.5
2011,AK,56912.3
2011,AL,182896.7
2011,AR,105697.6
2011,AZ,261691.4
2011,CA,2014050.3
2011,CO,266114.1
2011,CT,233058.7
2011,DC,109953.9
2011,DE,61379.4
2011,FL,761043.1
2011,GA,433137.1
2011,HI,68801.1
2011,IA,149026.1
2011,ID,57418.2
2011,IL,691805.5
2011,IN,292373.8
2011,KS,136747.1
2011,KY,171238.1
2011,LA,230518.7
2011,MA,423684.9
2011,MD,324920.9
2011,ME,53104.5
2011,MI,408354.1
2011,MN,287070.8
2011,MO,263330.0
2011,MS,96799.1
2011,MT,40592.3
2011,NC,430040.1
2011,ND,41602.1
2011,NE,100526.5
2011,NH,66557.3
2011,NJ,494292.8
2011,NM,87056.0
2011,NV,128638.4
2011,NY,1245769.4
2011,OH,525456.4
2011,OK,167207.9
2011,OR,169693.8
2011,PA,623767.9
2011,PR,100351.7
2011,RI,50123.7
2011,SC,172844.7
2011,SD,42082.7
2011,TN,270055.0
2011,TX,1351776.9
2011,UT,125137.8
2011,VA,433683.7
2011,VT,28558.5
2011,WA,377518.8
2011,WI,265444.0
2011,WV,69367.6
2011,WY,39615.1
2012,AK,58320.7
2012,AL,188280.7
2012,AR,108836.0
2012,AZ,272703.3
2012,CA,2108873.1
2012,CO,274738.8
2012,CT,239907.5
2012,DC,112512.7
2012,DE,62342.1
2012,FL,784545.9
2012,GA,449375.6
2012,HI,71645.6
2012,IA,158553.1
2012,ID,57933.7
2012,IL,725478.0
2012,IN,301277.4
2012,KS,141812.1
2012,KY,178370.6
2012,LA,235960.9
2012,MA,441373.9
2012,MD,331869.0
2012,ME,54018.5
2012,MI,426141.1
2012,MN,298641.4
2012,MO,272482.4
2012,MS,100905.4
2012,MT,42150.2
2012,NC,444063.2
2012,ND,52079.1
2012,NE,102949.7
2012,NH,68412.0
2012,NJ,516098.2
2012,NM,87681.0
2012,NV,130238.2
2012,NY,1324471.3
2012,OH,543035.4
2012,OK,175361.2
2012,OR,173856.8
2012,PA,646434.3
2012,PR,101564.8
2012,RI,51527.5
2012,SC,178503.9
2012,SD,44127.3
2012,TN,285897.5
2012,TX,1429588.0
2012,UT,129431.4
2012,VA,445008.5
2012,VT,29325.6
2012,WA,398358.5
2012,WI,276253.4
2012,WV,70303.1
2012,WY,38679.3
2013,AK,57533.0
2013,AL,193981.5
2013,AR,114021.1
2013,AZ,278679.5
2013,CA,2223300.9
2013,CO,291265.3
2013,CT,240549.2
2013,DC,114832.7
2013,DE,62058.2
2013,FL,819679.8
2013,GA,467559.5
2013,HI,74598.5
2013,IA,162415.0
2013,ID,61712.6
2013,IL,742890.9
2013,IN,313466.9
2013,KS,144999.3
2013,KY,184920.6
2013,LA,231652.7
2013,MA,452580.4
2013,MD,339895.8
2013,ME,54924.8
2013,MI,441470.8
2013,MN,311752.1
2013,MO,282659.7
2013,MS,103042.6
2013,MT,43584.0
2013,NC,460946.4
2013,ND,54877.0
2013,NE,107247.0
2013,NH,70897.4
2013,NJ,534212.1
2013,NM,88773.3
2013,NV,133592.5
2013,NY,1364632.9
2013,OH,566419.9
2013,OK,184104.6
2013,OR,178975.4
2013,PA,670767.4
2013,PR,102450.0
2013,RI,52994.2
2013,SC,186268.3
2013,SD,45498.6
2013,TN,296756.3
2013,TX,1526781.9
2013,UT,135344.3
2013,VA,456911.6
2013,VT,29477.6
2013,WA,416924.1
2013,WI,283791.4
2013,WV,71758.6
2013,WY,39365.6
2014,AK,56587.4
2014,AL,197064.4
2014,AR,117388.7
2014,AZ,286676.0
2014,CA,2342218.8
2014,CO,309223.9
2014,CT,247114.7
2014,DC,119998.0
2014,DE,68606.0
2014,FL,860112.6
2014,GA,493370.3
2014,HI,77043.0
2014,IA,173734.2
2014,ID,64501.7
2014,IL,772291.7
2014,IN,329360.9
2014,KS,150276.1
2014,KY,188326.4
2014,LA,240965.0
2014,MA,469824.9
2014,MD,351743.1
2014,ME,56537.4
2014,MI,456123.5
2014,MN,324701.5
2014,MO,289340.7
2014,MS,105219.5
2014,MT,45203.8
2014,NC,482295.7
2014,ND,61108.3
2014,NE,112763.3
2014,NH,73455.1
2014,NJ,543824.1
2014,NM,92523.4
2014,NV,136918.4
2014,NY,1434606.3
2014,OH,597152.3
2014,OK,197074.1
2014,OR,187837.6
2014,PA,695546.6
2014,PR,102445.8
2014,RI,54612.5
2014,SC,195744.4
2014,SD,47159.9
2014,TN,307448.5
2014,TX,1592177.6
2014,UT,142627.7
2014,VA,465601.7
2014,VT,30359.4
2014,WA,439851.2
2014,WI,296169.9
2014,WV,73042.6
2014,WY,40573.9
2015,AK,51574.2
2015,AL,203113.3
2015,AR,118573.6
2015,AZ,298942.2
2015,CA,2487156.4
2015,CO,320895.9
2015,CT,260648.5
2015,DC,124753.6
2015,DE,72352.5
2015,FL,918464.3
2015,GA,525516.8
2015,HI,81410.2
2015,IA,181471.7
2015,ID,66064.9
2015,IL,802592.0
2015,IN,333163.8
2015,KS,155699.0
2015,KY,194621.2
2015,LA,234324.2
2015,MA,497767.0
2015,MD,367314.1
2015,ME,58755.8
2015,MI,479222.7
2015,MN,336762.0
2015,MO,299597.7
2015,MS,106623.9
2015,MT,46542.4
2015,NC,508672.4
2015,ND,56952.2
2015,NE,117402.3
2015,NH,77385.8
2015,NJ,565807.7
2015,NM,90779.4
2015,NV,145786.8
2015,NY,1498474.7
2015,OH,615275.5
2015,OK,187364.7
2015,OR,200592.6
2015,PA,716534.3
2015,PR,103375.5
2015,RI,56604.0
2015,SC,207510.0
2015,SD,48678.9
2015,TN,326382.5
2015,TX,1585985.9
2015,UT,149762.1
2015,VA,485540.9
2015,VT,31152.4
2015,WA,467590.6
2015,WI,308304.5
2015,WV,71713.4
2015,WY,38624.8
2016,AK,51121.8
2016,AL,208824.3
2016,AR,120987.4
2016,AZ,313787.1
2016,CA,2586485.2
2016,CO,330565.9
2016,CT,264760.4
2016,DC,129933.5
2016,DE,70021.5
2016,FL,964500.8
2016,GA,554903.2
2016,HI,84287.2
2016,IA,183834.8
2016,ID,69185.2
2016,IL,813561.6
2016,IN,342716.6
2016,KS,162144.5
2016,KY,197944.8
2016,LA,227440.3
2016,MA,514108.0
2016,MD,386496.4
2016,ME,61092.2
2016,MI,494752.5
2016,MN,345248.8
2016,MO,304143.3
2016,MS,107795.4
2016,MT,45859.4
2016,NC,528284.3
2016,ND,52666.3
2016,NE,119389.8
2016,NH,79759.7
2016,NJ,578651.4
2016,NM,90476.0
2016,NV,153318.0
2016,NY,1556830.0
2016,OH,627294.7
2016,OK,182238.8
2016,OR,211782.4
2016,PA,733165.9
2016,PR,104336.7
2016,RI,57714.6
2016,SC,217555.5
2016,SD,49842.6
2016,TN,339350.2
2016,TX,1582981.5
2016,UT,159330.6
2016,VA,499032.4
2016,VT,31840.2
2016,WA,489790.2
2016,WI,315420.0
2016,WV,71248.9
2016,WY,36105.9
2017,AK,53550.9
2017,AL,216615.5
2017,AR,123882.6
2017,AZ,333099.0
2017,CA,2740550.3
2017,CO,350209.1
2017,CT,273875.1
2017,DC,134298.8
2017,DE,69555.6
2017,FL,1014866.9
2017,GA,583543.3
2017,HI,87436.4
2017,IA,187125.0
2017,ID,72935.1
2017,IL,832826.8
2017,IN,357535.8
2017,KS,166273.6
2017,KY,203564.0
2017,LA,239830.7
2017,MA,530129.4
2017,MD,399714.5
2017,ME,63000.6
2017,MI,505101.5
2017,MN,354721.9
2017,MO,311273.8
2017,MS,110281.4
2017,MT,48470.5
2017,NC,546810.1
2017,ND,56530.2
2017,NE,123219.9
2017,NH,81179.6
2017,NJ,590086.7
2017,NM,93210.1
2017,NV,163199.1
2017,NY,1624800.7
2017,OH,652187.5
2017,OK,192538.6
2017,OR,225534.5
2017,PA,754318.0
2017,PR,103445.5
2017,RI,58771.6
2017,SC,224937.6
2017,SD,51615.1
2017,TN,355417.5
2017,TX,1667313.0
2017,UT,172075.0
2017,VA,515167.2
2017,VT,32589.2
2017,WA,527169.4
2017,WI,321886.8
2017,WV,75172.4
2017,WY,37620.3
2018,AK,54762.0
2018,AL,226263.8
2018,AR,129213.8
2018,AZ,353671.0
2018,CA,2899530.9
2018,CO,373923.1
2018,CT,280535.4
2018,DC,141240.2
2018,DE,73376.0
2018,FL,1072085.6
2018,GA,612803.4
2018,HI,90933.5
2018,IA,193155.1
2018,ID,79072.4
2018,IL,871024.2
2018,IN,377376.9
2018,KS,173373.0
2018,KY,210509.1
2018,LA,256444.4
2018,MA,559605.0
2018,MD,410771.8
2018,ME,66216.0
2018,MI,525240.8
2018,MN,372439.2
2018,MO,320451.6
2018,MS,113166.4
2018,MT,51152.1
2018,NC,568037.3
2018,ND,60377.1
2018,NE,127954.4
2018,NH,83859.4
2018,NJ,619340.2
2018,NM,98838.2
2018,NV,172547.9
2018,NY,1710665.6
2018,OH,672540.1
2018,OK,204193.9
2018,OR,238466.9
2018,PA,780620.7
2018,PR,100958.1
2018,RI,60064.9
2018,SC,236561.7
2018,SD,53349.5
2018,TN,369713.2
2018,TX,1808026.9
2018,UT,186805.7
2018,VA,537158.3
2018,VT,33482.6
2018,WA,570337.8
2018,WI,335144.3
2018,WV,79794.3
2018,WY,39614.5
2019,AK,54549.6
2019,AL,234798.2
2019,AR,132625.8
2019,AZ,375376.7
2019,CA,3068629.7
2019,CO,397843.6
2019,CT,286451.9
2019,DC,145071.4
2019,DE,78710.5
2019,FL,1133718.0
2019,GA,646695.8
2019,HI,93240.2
2019,IA,196262.5
2019,ID,84429.4
2019,IL,895601.8
2019,IN,384838.7
2019,KS,176068.8
2019,KY,220678.8
2019,LA,257499.0
2019,MA,588069.5
2019,MD,419391.6
2019,ME,69708.7
2019,MI,540237.3
2019,MN,384850.2
2019,MO,334750.2
2019,MS,116135.7
2019,MT,52715.6
2019,NC,592449.6
2019,ND,60892.5
2019,NE,132848.2
2019,NH,87868.2
2019,NJ,643317.7
2019,NM,103821.0
2019,NV,184611.1
2019,NY,1787470.9
2019,OH,702914.8
2019,OK,205992.7
2019,OR,248781.8
2019,PA,802233.1
2019,PR,105126.4
2019,RI,62814.7
2019,SC,249575.7
2019,SD,55175.8
2019,TN,385833.0
2019,TX,1864872.3
2019,UT,201312.2
2019,VA,561701.8
2019,VT,34760.3
2019,WA,608643.4
2019,WI,346906.6
2019,WV,80242.4
2019,WY,40029.5
2020,AK,51861.7
2020,AL,235859.0
2020,AR,136145.9
2020,AZ,390503.2
2020,CA,3072927.6
2020,CO,396981.1
2020,CT,278747.9
2020,DC,146854.6
2020,DE,77757.2
2020,FL,1144653.2
2020,GA,638488.3
2020,HI,84788.0
2020,IA,199449.6
2020,ID,88056.8
2020,IL,860807.8
2020,IN,378293.0
2020,KS,175385.6
2020,KY,218948.6
2020,LA,233652.0
2020,MA,592855.5
2020,MD,413804.5
2020,ME,72309.7
2020,MI,530161.3
2020,MN,378969.4
2020,MO,335970.8
2020,MS,117441.6
2020,MT,53057.3
2020,NC,600226.9
2020,ND,56321.4
2020,NE,135014.5
2020,NH,89041.6
2020,NJ,632562.3
2020,NM,101035.5
2020,NV,176178.7
2020,NY,1782502.4
2020,OH,692938.3
2020,OK,192222.0
2020,OR,250660.6
2020,PA,778297.2
2020,PR,103130.9
2020,RI,61980.9
2020,SC,248952.7
2020,SD,56847.3
2020,TN,391588.6
2020,TX,1810670.2
2020,UT,206240.5
2020,VA,566101.5
2020,VT,34572.3
2020,WA,617739.1
2020,WI,344691.0
2020,WV,77536.5
2020,WY,36982.7
2021,AK,59363.0
2021,AL,260325.0
2021,AR,154261.8
2021,AZ,438136.0
2021,CA,3418256.1
2021,CO,445781.3
2021,CT,297366.0
2021,DC,156581.3
2021,DE,83554.7
2021,FL,1300807.8
2021,GA,706004.6
2021,HI,93684.2
2021,IA,225055.3
2021,ID,99884.1
2021,IL,947223.9
2021,IN,425270.9
2021,KS,188993.3
2021,KY,238693.7
2021,LA,273063.3
2021,MA,650308.8
2021,MD,447714.3
2021,ME,79407.6
2021,MI,573329.4
2021,MN,416141.9
2021,MO,366193.1
2021,MS,130404.6
2021,MT,60314.8
2021,NC,660804.7
2021,ND,64830.0
2021,NE,150952.5
2021,NH,99433.3
2021,NJ,693733.8
2021,NM,113781.7
2021,NV,202091.8
2021,NY,1934524.0
2021,OH,764161.4
2021,OK,219132.4
2021,OR,276367.7
2021,PA,844875.5
2021,PR,106426.6
2021,RI,67060.0
2021,SC,272464.9
2021,SD,63337.7
2021,TN,443419.7
2021,TX,2117013.7
2021,UT,233320.9
2021,VA,616187.9
2021,VT,37290.8
2021,WA,683367.0
2021,WI,368997.3
2021,WV,87178.8
2021,WY,42410.6
2022,AK,65682.5
2022,AL,286873.3
2022,AR,167863.5
2022,AZ,488722.2
2022,CA,3618289.7
2022,CO,499197.4
2022,CT,321625.2
2022,DC,165106.2
2022,DE,97030.4
2022,FL,1473688.1
2022,GA,785922.7
2022,HI,103954.5
2022,IA,244156.8
2022,ID,112609.7
2022,IL,1037735.9
2022,IN,467679.6
2022,KS,213368.8
2022,KY,262586.6
2022,LA,304299.3
2022,MA,696323.1
2022,MD,481861.4
2022,ME,86310.6
2022,MI,624173.2
2022,MN,457393.8
2022,MO,397536.9
2022,MS,141724.2
2022,MT,69087.8
2022,NC,729761.9
2022,ND,75052.1
2022,NE,167840.2
2022,NH,106824.6
2022,NJ,756465.6
2022,NM,129469.1
2022,NV,232437.9
2022,NY,2071075.2
2022,OH,830498.8
2022,OK,247541.5
2022,OR,297084.3
2022,PA,916861.7
2022,PR,113567.2
2022,RI,71978.2
2022,SC,305070.0
2022,SD,69425.6
2022,TN,490587.0
2022,TX,2476903.2
2022,UT,261548.5
2022,VA,665624.7
2022,VT,41211.2
2022,WA,741002.8
2022,WI,403570.3
2022,WV,98824.1
2022,WY,49570.4
2023,AK,68232.7
2023,AL,309543.8
2023,AR,178114.8
2023,AZ,530105.0
2023,CA,3827007.3
2023,CO,533268.6
2023,CT,341851.8
2023,DC,174250.7
2023,DE,103332.5
2023,FL,1624642.3
2023,GA,835755.3
2023,HI,111740.2
2023,IA,253166.5
2023,ID,120588.1
2023,IL,1100794.1
2023,IN,496849.5
2023,KS,224851.3
2023,KY,283267.7
2023,LA,318044.3
2023,MA,737867.4
2023,MD,515035.9
2023,ME,93743.8
2023,MI,676030.8
2023,MN,483222.0
2023,MO,428887.3
2023,MS,151511.9
2023,MT,74690.3
2023,NC,794838.0
2023,ND,77898.1
2023,NE,183780.9
2023,NH,114427.8
2023,NJ,806894.0
2023,NM,138526.0
2023,NV,253443.3
2023,NY,2182549.0
2023,OH,883957.1
2023,OK,255933.2
2023,OR,314895.0
2023,PA,966444.0
2023,PR,117902.3
2023,RI,76313.5
2023,SC,332946.8
2023,SD,74458.8
2023,TN,531246.8
2023,TX,2637237.6
2023,UT,283230.8
2023,VA,722767.4
2023,VT,43931.6
2023,WA,801455.5
2023,WI,431913.9
2023,WV,101479.9
2023,WY,51350.1
2024,AK,71567.2
2024,AL,325345.1
2024,AR,188339.6
2024,AZ,570088.6
2024,CA,4048108.1
2024,CO,557633.0
2024,CT,356834.9
2024,DC,184297.7
2024,DE,110971.8
2024,FL,1726709.9
2024,GA,881508.2
2024,HI,117627.4
2024,IA,265794.5
2024,ID,129018.2
2024,IL,1148106.1
2024,IN,519516.5
2024,KS,230522.1
2024,KY,295375.3
2024,LA,329172.8
2024,MA,778523.4
2024,MD,546028.4
2024,ME,99174.1
2024,MI,702466.9
2024,MN,507687.8
2024,MO,448713.7
2024,MS,158192.4
2024,MT,78441.0
2024,NC,844209.0
2024,ND,80058.3
2024,NE,189242.7
2024,NH,119336.6
2024,NJ,846000.4
2024,NM,147084.9
2024,NV,269010.5
2024,NY,2322138.9
2024,OH,923140.6
2024,OK,263695.1
2024,OR,330250.1
2024,PA,1007873.9
2024,PR,125342.8
2024,RI,80381.1
2024,SC,357074.4
2024,SD,76795.8
2024,TN,561201.2
2024,TX,2769766.2
2024,UT,299471.3
2024,VA,761733.8
2024,VT,46276.1
2024,WA,856013.6
2024,WI,453298.6
2024,WV,106475.1
2024,WY,51498.1
